raw_brand,raw_variant,raw_plan_name,raw_campaign_name,market,concatenate_for_plans,concatenate_for_budgets,category,subcategory,brand_clean,brand_type,variant,status,notes,added_by,added_at
Kasztelan,Brand Range,PL-Kasztelan-2025-01-Campaign-Paid Social Ongoing January 2025,Paid Social Ongoing January 2025,Poland,Kasztelan_Brand Range_PL-Kasztelan-2025-01-Campaign-Paid Social Ongoing January 2025_Paid Social Ongoing January 2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Brand range,,,carlsberg,January 06 2025
Kasztelan,Brand Range,PL-Kasztelan-2025-02-Campaign- Paid Social Kasztelan Miodowe Launch Dino February 2025,Paid Social Kasztelan Miodowe Launch Dino February 2025,Poland,Kasztelan_Brand Range_PL-Kasztelan-2025-02-Campaign- Paid Social Kasztelan Miodowe Launch Dino February 2025_Paid Social Kasztelan Miodowe Launch Dino February 2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Brand range,,,carlsberg,January 06 2025
Kasztelan,Brand Range,PL-Kasztelan-2025-02-Campaign-Kasztelan Miodowe FFN Dino February-March 2025,Digital Kasztelan Miodowe FFN Dino February-March 2025,Poland,Kasztelan_Brand Range_PL-Kasztelan-2025-02-Campaign-Kasztelan Miodowe FFN Dino February-March 2025_Digital Kasztelan Miodowe FFN Dino February-March 2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Brand range,,,carlsberg,January 06 2025
Kasztelan,Brand Range,PL-Kasztelan-2025-02-Campaign-Kasztelan Paid Social Ongoing February 2025,Kasztelan Paid Social Ongoing February 2025,Poland,Kasztelan_Brand Range_PL-Kasztelan-2025-02-Campaign-Kasztelan Paid Social Ongoing February 2025_Kasztelan Paid Social Ongoing February 2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Brand range,,,carlsberg,January 06 2025
Kasztelan,Brand Range,PL-Kasztelan-2025-03-Campaign-Digital Kasztelan Miodowe FFN Biedronka March 2025,Kasztelan Miodowe FFN Biedronka March 2025,Poland,Kasztelan_Brand Range_PL-Kasztelan-2025-03-Campaign-Digital Kasztelan Miodowe FFN Biedronka March 2025_Kasztelan Miodowe FFN Biedronka March 2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Brand range,,,carlsberg,January 06 2025
Kasztelan,Brand Range,PL-Kasztelan-2025-03-Campaign-Kasztelan Paid Social Home Market March 2025,Kasztelan Paid Social Home Market March 2025,Poland,Kasztelan_Brand Range_PL-Kasztelan-2025-03-Campaign-Kasztelan Paid Social Home Market March 2025_Kasztelan Paid Social Home Market March 2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Brand range,,,carlsberg,January 06 2025
Kasztelan,Brand Range,PL-Kasztelan-2025-03-Campaign-Kasztelan Paid Social Kasztelan Miodowy Biedronka March-April 2025,Kasztelan Paid Social Kasztelan Miodowy Biedronka March-April 2025,Poland,Kasztelan_Brand Range_PL-Kasztelan-2025-03-Campaign-Kasztelan Paid Social Kasztelan Miodowy Biedronka March-April 2025_Kasztelan Paid Social Kasztelan Miodowy Biedronka March-April 2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Brand range,,,carlsberg,January 06 2025
Kasztelan,Brand Range,PL-Kasztelan-2025-03-Campaign-Kasztelan Paid Social Ongoing March2025,Kasztelan Paid Social Ongoing March2025,Poland,Kasztelan_Brand Range_PL-Kasztelan-2025-03-Campaign-Kasztelan Paid Social Ongoing March2025_Kasztelan Paid Social Ongoing March2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Brand range,,,carlsberg,January 06 2025
Kasztelan,Brand Range,PL-Kasztelan-2025-04-Campaign- Kasztelan Miodowe TTL Display April-May 2025,Kasztelan Miodowe TTL Display April-May 2025,Poland,Kasztelan_Brand Range_PL-Kasztelan-2025-04-Campaign- Kasztelan Miodowe TTL Display April-May 2025_Kasztelan Miodowe TTL Display April-May 2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Brand range,,,carlsberg,January 06 2025
Kasztelan,Brand Range,PL-Kasztelan-2025-04-Campaign-Kasztelan Home Market 1st flight Display 2025,Kasztelan Home Market 1st flight,Poland,Kasztelan_Brand Range_PL-Kasztelan-2025-04-Campaign-Kasztelan Home Market 1st flight Display 2025_Kasztelan Home Market 1st flight_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Brand range,,,carlsberg,January 06 2025
Kasztelan,Brand Range,PL-Kasztelan-2025-04-Campaign-Kasztelan Paid Social Home Market April 2025,Kasztelan Paid Social Home Market April 2025,Poland,Kasztelan_Brand Range_PL-Kasztelan-2025-04-Campaign-Kasztelan Paid Social Home Market April 2025_Kasztelan Paid Social Home Market April 2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Brand range,,,carlsberg,January 06 2025
Kasztelan,Brand Range,PL-Kasztelan-2025-04-Campaign-Kasztelan Paid Social Konkurs April 2025,Campaign-Kasztelan Paid Social Konkurs April 2025,Poland,Kasztelan_Brand Range_PL-Kasztelan-2025-04-Campaign-Kasztelan Paid Social Konkurs April 2025_Campaign-Kasztelan Paid Social Konkurs April 2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Brand range,,,carlsberg,January 06 2025
Kasztelan,Brand Range,PL-Kasztelan-2025-04-Campaign-Kasztelan Paid Social Miodowy TTL PL April-May2025,Kasztelan Paid Social Miodowy TTL PL April-May2025,Poland,Kasztelan_Brand Range_PL-Kasztelan-2025-04-Campaign-Kasztelan Paid Social Miodowy TTL PL April-May2025_Kasztelan Paid Social Miodowy TTL PL April-May2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Brand range,,,carlsberg,January 06 2025
Kasztelan,Brand Range,PL-Kasztelan-2025-04-Campaign-Kasztelan Paid Social Ongoing April-May 2025,Kasztelan Paid Social Ongoing April-May 2025,Poland,Kasztelan_Brand Range_PL-Kasztelan-2025-04-Campaign-Kasztelan Paid Social Ongoing April-May 2025_Kasztelan Paid Social Ongoing April-May 2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Brand range,,,carlsberg,January 06 2025
Kasztelan,Brand Range,PL-Kasztelan-2025-05-Campaign-Kasztelan Paid Social Home Market May 2025,Kasztelan Paid Social Home Market May 2025,Poland,Kasztelan_Brand Range_PL-Kasztelan-2025-05-Campaign-Kasztelan Paid Social Home Market May 2025_Kasztelan Paid Social Home Market May 2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Brand range,,,carlsberg,January 06 2025
Kasztelan,Brand Range,PL-Kasztelan-2025-06-Campaign-Kasztelan Paid Social Biedronka June-July 2025,Kasztelan Paid Social Biedronka June-July 2025,Poland,Kasztelan_Brand Range_PL-Kasztelan-2025-06-Campaign-Kasztelan Paid Social Biedronka June-July 2025_Kasztelan Paid Social Biedronka June-July 2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Brand range,,,carlsberg,January 06 2025
Kasztelan,Brand Range,PL-Kasztelan-2025-06-Campaign-Kasztelan Paid Social Home Market June 2025,Kasztelan Paid Social Home Market June 2025,Poland,Kasztelan_Brand Range_PL-Kasztelan-2025-06-Campaign-Kasztelan Paid Social Home Market June 2025_Kasztelan Paid Social Home Market June 2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Brand range,,,carlsberg,January 06 2025
Kasztelan,Brand Range,PL-Kasztelan-2025-06-Campaign-Kasztelan Paid Social Konkurs June-July 2025,Kasztelan Paid Social Konkurs June-July 2025,Poland,Kasztelan_Brand Range_PL-Kasztelan-2025-06-Campaign-Kasztelan Paid Social Konkurs June-July 2025_Kasztelan Paid Social Konkurs June-July 2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Brand range,,,carlsberg,January 06 2025
Kasztelan,Brand Range,PL-Kasztelan-2025-06-Campaign-Kasztelan Paid Social Ongoing June 2025,Kasztelan Paid Social Ongoing June 2025,Poland,Kasztelan_Brand Range_PL-Kasztelan-2025-06-Campaign-Kasztelan Paid Social Ongoing June 2025_Kasztelan Paid Social Ongoing June 2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Brand range,,,carlsberg,January 06 2025
Kasztelan,Brand Range,PL-Kasztelan-2025-07-Campaign-Kasztelan Paid Social Home Market July 2025,Kasztelan Paid Social Home Market July 2025,Poland,Kasztelan_Brand Range_PL-Kasztelan-2025-07-Campaign-Kasztelan Paid Social Home Market July 2025_Kasztelan Paid Social Home Market July 2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Brand range,,,carlsberg,January 06 2025
Kasztelan,Brand Range,PL-Kasztelan-2025-07-Campaign-Kasztelan Paid Social Ongoing July 2025,Kasztelan Paid Social Ongoing July 2025,Poland,Kasztelan_Brand Range_PL-Kasztelan-2025-07-Campaign-Kasztelan Paid Social Ongoing July 2025_Kasztelan Paid Social Ongoing July 2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Brand range,,,carlsberg,January 06 2025
Kasztelan,Brand Range,PL-Kasztelan-2025-07-Campaign-Kasztelan Paid Social _abka July 2025,Kasztelan Paid Social _abka 2025,Poland,Kasztelan_Brand Range_PL-Kasztelan-2025-07-Campaign-Kasztelan Paid Social _abka July 2025_Kasztelan Paid Social _abka 2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Brand range,,,dentsu,
Kasztelan,Brand Range,PL-Kasztelan-2025-08-Campaign-Kasztelan Grill OOH Sierpie_ 2025,OOH Kasztelan Grill,Poland,Kasztelan_Brand Range_PL-Kasztelan-2025-08-Campaign-Kasztelan Grill OOH Sierpie_ 2025_OOH Kasztelan Grill_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Brand range,,,dentsu,
Kasztelan,Brand Range,PL-Kasztelan-2025-08-Campaign-Kasztelan Home Market 2nd flight Display 2025,Kasztelan Home Market 2nd flight,Poland,Kasztelan_Brand Range_PL-Kasztelan-2025-08-Campaign-Kasztelan Home Market 2nd flight Display 2025_Kasztelan Home Market 2nd flight_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Brand range,,,carlsberg,January 06 2025
Kasztelan,Brand Range,PL-Kasztelan-2025-08-Campaign-Kasztelan Paid Social Home Market August 2025,Kasztelan Paid Social Home Market August 2025,Poland,Kasztelan_Brand Range_PL-Kasztelan-2025-08-Campaign-Kasztelan Paid Social Home Market August 2025_Kasztelan Paid Social Home Market August 2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Brand range,,,carlsberg,January 06 2025
Kasztelan,Core,PL-Kasztelan-2025-04-Campaign-Kasztelan Home Market Ist flight Kwiecie_-Maj 2025,Kasztelan Home Market,Poland,Kasztelan_Core_PL-Kasztelan-2025-04-Campaign-Kasztelan Home Market Ist flight Kwiecie_-Maj 2025_Kasztelan Home Market_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Lager,,,dentsu,
Kasztelan,Core,PL-Kasztelan-2025-04-Campaign-Kasztelan VOD April 2025,VOD April 2025,Poland,Kasztelan_Core_PL-Kasztelan-2025-04-Campaign-Kasztelan VOD April 2025_VOD April 2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Lager,,cleaned variant,dentsu,
Kasztelan,Core,PL-Kasztelan-2025-04-Campaign-TV,"MIODOWE 15'', KNP 15''",Poland,"Kasztelan_Core_PL-Kasztelan-2025-04-Campaign-TV_MIODOWE 15'', KNP 15''_Poland",Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Lager,,cleaned variant,dentsu,
Kasztelan,Core,PL-Kasztelan-2025-05-Campaign-Kasztelan TV,KNP,Poland,Kasztelan_Core_PL-Kasztelan-2025-05-Campaign-Kasztelan TV_KNP_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Lager,,cleaned variant,dentsu,
Kasztelan,Core,PL-Kasztelan-2025-05-Campaign-Kasztelan VOD May 2025,VOD May 2025,Poland,Kasztelan_Core_PL-Kasztelan-2025-05-Campaign-Kasztelan VOD May 2025_VOD May 2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Lager,,cleaned variant,dentsu,
Kasztelan,Core,PL-Kasztelan-2025-06-Campaign-Kasztelan VOD June 2025,VOD June 2025,Poland,Kasztelan_Core_PL-Kasztelan-2025-06-Campaign-Kasztelan VOD June 2025_VOD June 2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Lager,,cleaned variant,dentsu,
Kasztelan,Core,PL-Kasztelan-2025-06-Campaign-TV,"KJP 15""",Poland,"Kasztelan_Core_PL-Kasztelan-2025-06-Campaign-TV_KJP 15""_Poland",Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Lager,,cleaned variant,dentsu,
Kasztelan,Core,PL-Kasztelan-2025-07-Campaign-Kasztelan VOD July 2025,VOD July 2025,Poland,Kasztelan_Core_PL-Kasztelan-2025-07-Campaign-Kasztelan VOD July 2025_VOD July 2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Lager,,cleaned variant,dentsu,
Kasztelan,Core,PL-Kasztelan-2025-07-Campaign-TV,"KJP vs KNP 30"", KNP 15"", MIODOWE 15""",Poland,"Kasztelan_Core_PL-Kasztelan-2025-07-Campaign-TV_KJP vs KNP 30"", KNP 15"", MIODOWE 15""_Poland",Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Lager,,cleaned variant,dentsu,
Kasztelan,Core,PL-Kasztelan-2025-08-Campaign-Kasztelan VOD August 2025,VOD August 2025,Poland,Kasztelan_Core_PL-Kasztelan-2025-08-Campaign-Kasztelan VOD August 2025_VOD August 2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Lager,,cleaned variant,dentsu,
Kasztelan,Core,PL-Kasztelan-2025-08-Campaign-TV,"KJP vs KNP 30"", KNP 15"",",Poland,"Kasztelan_Core_PL-Kasztelan-2025-08-Campaign-TV_KJP vs KNP 30"", KNP 15"",_Poland",Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Lager,,cleaned variant,dentsu,
Kasztelan,Core,PL-Kasztelan-2025-09-Campaign-TV,"KJP 15""",Poland,"Kasztelan_Core_PL-Kasztelan-2025-09-Campaign-TV_KJP 15""_Poland",Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Lager,,cleaned variant,dentsu,
Kasztelan,Flavored range,PL-Kasztelan-2025-10-Campaign-TV,Miodowe,Poland,Kasztelan_Flavored range_PL-Kasztelan-2025-10-Campaign-TV_Miodowe_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Brand range,,cleaned variant,dentsu,
Kasztelan,Lager,PL-Kasztelan-2025-04-Campaign-Kasztelan Digital Kasztelan _abka April-May 2025,Kasztelan _abka April-May 2025,Poland,Kasztelan_Lager_PL-Kasztelan-2025-04-Campaign-Kasztelan Digital Kasztelan _abka April-May 2025_Kasztelan _abka April-May 2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Lager,,,dentsu,
Kasztelan,Lager,PL-Kasztelan-2025-04-Campaign-Kasztelan Display Kasztelan Grill April-July 2025,Kasztelan Grill Display 2025,Poland,Kasztelan_Lager_PL-Kasztelan-2025-04-Campaign-Kasztelan Display Kasztelan Grill April-July 2025_Kasztelan Grill Display 2025_Poland,Poland_Kasztelan,Beer ,Core Beer,Kasztelan,LPB,Lager,,new variant,dentsu,
KOFF,Brand Range,FI-KOFF-2024-06-Campaign-KOFF always on some,KOFF always on,Finland,KOFF_Brand Range_FI-KOFF-2024-06-Campaign-KOFF always on some_KOFF always on_Finland,Finland_KOFF,Beer ,Core Beer,KOFF,LPB,Brand range,,,carlsberg,January 06 2025
KOFF,Brand Range,SE-Koff-2025-01-Campaign-Koff 2025 Activity,Koff 5.5%,Sweden,KOFF_Brand Range_SE-Koff-2025-01-Campaign-Koff 2025 Activity_Koff 5.5%_Sweden,Sweden_KOFF,Beer ,Core Beer,KOFF,LPB,Brand Range,,,carlsberg,January 06 2025
KOFF,Brand Range,SE-Koff-2025-01-Campaign-Koff 2025 Activity,Long drink,Sweden,KOFF_Brand Range_SE-Koff-2025-01-Campaign-Koff 2025 Activity_Long drink_Sweden,Sweden_KOFF,Beer ,Core Beer,KOFF,LPB,Brand Range,,,carlsberg,January 06 2025
KOFF,KOFF,EE-Koff-2025-05-Campaign-Koff strawberry,Koff Strawberry,Estonia,KOFF_KOFF_EE-Koff-2025-05-Campaign-Koff strawberry_Koff Strawberry_Estonia,Estonia_KOFF,Beer ,Core Beer,KOFF,LPB,Brand Range,,cleaned variant,dentsu,
KOFF,KOFF,EE-Koff-2025-05-Campaign-Koff strawberry,Koff vaarikamaitseline (alco),Estonia,KOFF_KOFF_EE-Koff-2025-05-Campaign-Koff strawberry_Koff vaarikamaitseline (alco)_Estonia,Estonia_KOFF,Beer ,Core Beer,KOFF,LPB,Brand Range,,cleaned variant,dentsu,
KOFF,Twist,"EE-Koff-2024-05-Campaign-Koff alcohol, V3",KOFF,Estonia,"KOFF_Twist_EE-Koff-2024-05-Campaign-Koff alcohol, V3_KOFF_Estonia",Estonia_KOFF,Beyond Beer,Beyond Beer,Koff,LPB,Twist,,corrected brand,dentsu,
KOFF LD,Blood Orange,FI KOFF LD 2024 10 Media campaign KOFF LD Blood Orange,Blood orange,Finland,KOFF LD_Blood Orange_FI KOFF LD 2024 10 Media campaign KOFF LD Blood Orange_Blood orange_Finland,Finland_KOFF LD,Beyond Beer,Beyond Beer,Koff Long Drink,Other,Blood Orange,,corrected brand,dentsu,
KOFF LD,Blood Orange,FI KOFF LD 2024 10 Media campaign KOFF LD Blood Orange,Koff LD Blood Orange w 43-45,Finland,KOFF LD_Blood Orange_FI KOFF LD 2024 10 Media campaign KOFF LD Blood Orange_Koff LD Blood Orange w 43-45_Finland,Finland_KOFF LD,Beyond Beer,Beyond Beer,Koff Long Drink,Other,Blood Orange,,corrected brand,dentsu,
KOFF LD,Blood Orange,FI KOFF LD 2024 10 Media campaign KOFF LD Blood Orange,Koff LD syksy,Finland,KOFF LD_Blood Orange_FI KOFF LD 2024 10 Media campaign KOFF LD Blood Orange_Koff LD syksy_Finland,Finland_KOFF LD,Beyond Beer,Beyond Beer,Koff Long Drink,Other,Blood Orange,,corrected brand,dentsu,
KOFF LD,Brand Range,FI-KOFF LD-2024-06-Campaign-KOFF LD Summer,Portfolio,Finland,KOFF LD_Brand Range_FI-KOFF LD-2024-06-Campaign-KOFF LD Summer_Portfolio_Finland,Finland_KOFF LD,Beyond Beer,Beyond Beer,Koff Long Drink,Other,Brand range,,corrected brand,dentsu,
KOFF LD,Grapefruit Juiced,FI-KOFF LD-2024-03-Campaign-KOFF LD Spring,"KOFF LD 2024, A18-1744, W13-",Finland,"KOFF LD_Grapefruit Juiced_FI-KOFF LD-2024-03-Campaign-KOFF LD Spring_KOFF LD 2024, A18-1744, W13-_Finland",Finland_KOFF LD,Beyond Beer,Beyond Beer,Koff Long Drink,Other,Grapefruit,,corrected brand,dentsu,
KOFF LD,Grapefruit Juiced,FI-KOFF LD-2024-03-Campaign-KOFF LD Spring,"KOFF LD 2024, A18+, W13-17",Finland,"KOFF LD_Grapefruit Juiced_FI-KOFF LD-2024-03-Campaign-KOFF LD Spring_KOFF LD 2024, A18+, W13-17_Finland",Finland_KOFF LD,Beyond Beer,Beyond Beer,Koff Long Drink,Other,Grapefruit,,corrected brand,dentsu,
KOFF LD,Grapefruit Juiced,FI-KOFF LD-2024-06-Campaign-KOFF LD Summer,Portfolio,Finland,KOFF LD_Grapefruit Juiced_FI-KOFF LD-2024-06-Campaign-KOFF LD Summer_Portfolio_Finland,Finland_KOFF LD,Beyond Beer,Beyond Beer,Koff Long Drink,Other,Grapefruit,,corrected brand,dentsu,
KOFF LD,Long Drink,FI-KOFF LD-2024-03-Campaign-KOFF LD Spring,"KOFF LD Spring 2024, A18-44",Finland,"KOFF LD_Long Drink_FI-KOFF LD-2024-03-Campaign-KOFF LD Spring_KOFF LD Spring 2024, A18-44_Finland",Finland_KOFF LD,Beyond Beer,Beyond Beer,Koff Long Drink,Other,Brand range,,corrected brand,dentsu,
KOFF LD,Long Drink,FI-KOFF LD-2024-03-Campaign-KOFF LD Spring,Koff LD Spring Ava,Finland,KOFF LD_Long Drink_FI-KOFF LD-2024-03-Campaign-KOFF LD Spring_Koff LD Spring Ava_Finland,Finland_KOFF LD,Beyond Beer,Beyond Beer,Koff Long Drink,Other,Brand range,,corrected brand,dentsu,
KOFF LD,Long Drink,FI-KOFF LD-2024-03-Campaign-KOFF LD Spring,Koff LD Spring Cinema,Finland,KOFF LD_Long Drink_FI-KOFF LD-2024-03-Campaign-KOFF LD Spring_Koff LD Spring Cinema_Finland,Finland_KOFF LD,Beyond Beer,Beyond Beer,Koff Long Drink,Other,Brand range,,corrected brand,dentsu,
KOFF LD,Long Drink,FI-KOFF LD-2024-03-Campaign-KOFF LD Spring,Koff LD Spring Katsomo,Finland,KOFF LD_Long Drink_FI-KOFF LD-2024-03-Campaign-KOFF LD Spring_Koff LD Spring Katsomo_Finland,Finland_KOFF LD,Beyond Beer,Beyond Beer,Koff Long Drink,Other,Brand range,,corrected brand,dentsu,
KOFF LD,Long Drink,FI-KOFF LD-2024-03-Campaign-KOFF LD Spring,Koff LD Spring Mtv3,Finland,KOFF LD_Long Drink_FI-KOFF LD-2024-03-Campaign-KOFF LD Spring_Koff LD Spring Mtv3_Finland,Finland_KOFF LD,Beyond Beer,Beyond Beer,Koff Long Drink,Other,Brand range,,corrected brand,dentsu,
KOFF LD,Long Drink,FI-KOFF LD-2024-03-Campaign-KOFF LD Spring,Koff LD Spring Sub,Finland,KOFF LD_Long Drink_FI-KOFF LD-2024-03-Campaign-KOFF LD Spring_Koff LD Spring Sub_Finland,Finland_KOFF LD,Beyond Beer,Beyond Beer,Koff Long Drink,Other,Brand range,,corrected brand,dentsu,
KOFF LD,Long Drink,FI-KOFF LD-2024-03-Campaign-KOFF LD Spring,Koff LD Spring WBD,Finland,KOFF LD_Long Drink_FI-KOFF LD-2024-03-Campaign-KOFF LD Spring_Koff LD Spring WBD_Finland,Finland_KOFF LD,Beyond Beer,Beyond Beer,Koff Long Drink,Other,Brand range,,corrected brand,dentsu,
KOFF LD,Long Drink,FI-KOFF LD-2024-03-Campaign-KOFF LD Spring,Koff LD Spring Wonderus,Finland,KOFF LD_Long Drink_FI-KOFF LD-2024-03-Campaign-KOFF LD Spring_Koff LD Spring Wonderus_Finland,Finland_KOFF LD,Beyond Beer,Beyond Beer,Koff Long Drink,Other,Brand range,,corrected brand,dentsu,
KOFF LD,Long Drink,FI-KOFF LD-2024-06-Campaign-KOFF LD Summer,"KOFF LD 2024, A18-44, W24-25",Finland,"KOFF LD_Long Drink_FI-KOFF LD-2024-06-Campaign-KOFF LD Summer_KOFF LD 2024, A18-44, W24-25_Finland",Finland_KOFF LD,Beyond Beer,Beyond Beer,Koff Long Drink,Other,Brand range,,corrected brand,dentsu,
KOFF LD,Long Drink,FI-KOFF LD-2024-06-Campaign-KOFF LD Summer,Koff LD Summer Ava,Finland,KOFF LD_Long Drink_FI-KOFF LD-2024-06-Campaign-KOFF LD Summer_Koff LD Summer Ava_Finland,Finland_KOFF LD,Beyond Beer,Beyond Beer,Koff Long Drink,Other,Brand range,,corrected brand,dentsu,
KOFF LD,Long Drink,FI-KOFF LD-2024-06-Campaign-KOFF LD Summer,Koff LD Summer Cinema,Finland,KOFF LD_Long Drink_FI-KOFF LD-2024-06-Campaign-KOFF LD Summer_Koff LD Summer Cinema_Finland,Finland_KOFF LD,Beyond Beer,Beyond Beer,Koff Long Drink,Other,Brand range,,corrected brand,dentsu,
KOFF LD,Long Drink,FI-KOFF LD-2024-06-Campaign-KOFF LD Summer,Koff LD Summer Katsomo,Finland,KOFF LD_Long Drink_FI-KOFF LD-2024-06-Campaign-KOFF LD Summer_Koff LD Summer Katsomo_Finland,Finland_KOFF LD,Beyond Beer,Beyond Beer,Koff Long Drink,Other,Brand range,,corrected brand,dentsu,
KOFF LD,Long Drink,FI-KOFF LD-2024-06-Campaign-KOFF LD Summer,Koff LD Summer MAX,Finland,KOFF LD_Long Drink_FI-KOFF LD-2024-06-Campaign-KOFF LD Summer_Koff LD Summer MAX_Finland,Finland_KOFF LD,Beyond Beer,Beyond Beer,Koff Long Drink,Other,Brand range,,corrected brand,dentsu,
KOFF LD,Long Drink,FI-KOFF LD-2024-06-Campaign-KOFF LD Summer,Koff LD Summer Mtv3,Finland,KOFF LD_Long Drink_FI-KOFF LD-2024-06-Campaign-KOFF LD Summer_Koff LD Summer Mtv3_Finland,Finland_KOFF LD,Beyond Beer,Beyond Beer,Koff Long Drink,Other,Brand range,,corrected brand,dentsu,
KOFF LD,Long Drink,FI-KOFF LD-2024-06-Campaign-KOFF LD Summer,Koff LD Summer Nelonen,Finland,KOFF LD_Long Drink_FI-KOFF LD-2024-06-Campaign-KOFF LD Summer_Koff LD Summer Nelonen_Finland,Finland_KOFF LD,Beyond Beer,Beyond Beer,Koff Long Drink,Other,Brand range,,corrected brand,dentsu,
KOFF LD,Long Drink,FI-KOFF LD-2024-06-Campaign-KOFF LD Summer,Koff LD Summer Ruutu,Finland,KOFF LD_Long Drink_FI-KOFF LD-2024-06-Campaign-KOFF LD Summer_Koff LD Summer Ruutu_Finland,Finland_KOFF LD,Beyond Beer,Beyond Beer,Koff Long Drink,Other,Brand range,,corrected brand,dentsu,
KOFF LD,Long Drink,FI-KOFF LD-2024-06-Campaign-KOFF LD Summer,Koff LD Summer Sub,Finland,KOFF LD_Long Drink_FI-KOFF LD-2024-06-Campaign-KOFF LD Summer_Koff LD Summer Sub_Finland,Finland_KOFF LD,Beyond Beer,Beyond Beer,Koff Long Drink,Other,Brand range,,corrected brand,dentsu,
KOFF LD,Long Drink,FI-KOFF LD-2024-06-Campaign-KOFF LD Summer,Koff LD Summer WBD,Finland,KOFF LD_Long Drink_FI-KOFF LD-2024-06-Campaign-KOFF LD Summer_Koff LD Summer WBD_Finland,Finland_KOFF LD,Beyond Beer,Beyond Beer,Koff Long Drink,Other,Brand range,,corrected brand,dentsu,
KOFF LD,Long Drink,FI-KOFF LD-2024-06-Campaign-KOFF LD Summer,Koff LongDrink Juiced Grapefruit,Finland,KOFF LD_Long Drink_FI-KOFF LD-2024-06-Campaign-KOFF LD Summer_Koff LongDrink Juiced Grapefruit_Finland,Finland_KOFF LD,Beyond Beer,Beyond Beer,Koff Long Drink,Other,Brand range,,corrected brand,dentsu,
KOFF LD,Long Drink,FI-KOFF LD-2025-02-Campaign-Tropical launch,FI-KOFF LD-2025-02-Campaign-Tropical launch,Finland,KOFF LD_Long Drink_FI-KOFF LD-2025-02-Campaign-Tropical launch_FI-KOFF LD-2025-02-Campaign-Tropical launch_Finland,Finland_KOFF LD,Beyond Beer,Beyond Beer,Koff Long Drink,Other,Brand range,,corrected brand,dentsu,
KOFF LD,Long Drink,FI-KOFF LD-2025-02-Campaign-Tropical launch,Koff LD Tropical launch,Finland,KOFF LD_Long Drink_FI-KOFF LD-2025-02-Campaign-Tropical launch_Koff LD Tropical launch_Finland,Finland_KOFF LD,Beyond Beer,Beyond Beer,Koff Long Drink,Other,Brand range,,corrected brand,dentsu,
