raw_campaign,raw_plan_name,market,brand,concatenate,campaign_clean,campaign_type,campaign_subtype,source_of_truth,status,notes,added_by,added_at
LT-Svyturys Ekstra-2024-01-Campaign-Klaipedos OOH,LT-Svyturys Ekstra-2024-01-Campaign-Klaipedos OOH,Lithuania,Svyturys,LT-Svyturys Ekstra-2024-01-Campaign-Klaipedos OOH_LT-Svyturys Ekstra-2024-01-Campaign-Klaipedos OOH_Svyturys_Lithuania,Klaipedos OOH,Tactical,Other,iProspect Carlsberg Global Team,,,,
LT-Svyturys Ekstra-2024-01-Campaign-Lietuvos Garbe,LT-Svyturys Ekstra-2024-01-Campaign-Lietuvos Garbe,Lithuania,Svyturys,LT-Svyturys Ekstra-2024-01-Campaign-Lietuvos Garbe_LT-Svyturys Ekstra-2024-01-Campaign-Lietuvos Garbe_Svyturys_Lithuania,Honor of Lithuania,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
LT-Svyturys Ekstra-2024-01-Campaign-Nesiaukite Live remimas,LT-Svyturys Ekstra-2024-01-Campaign-Nesiaukite Live remimas,Lithuania,Svyturys,LT-Svyturys Ekstra-2024-01-Campaign-Nesiaukite Live remimas_LT-Svyturys Ekstra-2024-01-Campaign-Nesiaukite Live remimas_Svyturys_Lithuania,Don't Send Live Sponsorship,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
LT-Svyturys Ekstra-2024-01-Campaign-Social Promo (SoMe),LT-Svyturys Ekstra-2024-01-Campaign-Social Promo (SoMe),Lithuania,Svyturys,LT-Svyturys Ekstra-2024-01-Campaign-Social Promo (SoMe)_LT-Svyturys Ekstra-2024-01-Campaign-Social Promo (SoMe)_Svyturys_Lithuania,Social Promo (SoMe),Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
LT-Svyturys Ekstra-2024-03-Campaign-Olympic Games Paris 2024 Sponsorship,LT-Svyturys Ekstra-2024-03-Campaign-Olympic Games Paris 2024 Sponsorship,Lithuania,Svyturys,LT-Svyturys Ekstra-2024-03-Campaign-Olympic Games Paris 2024 Sponsorship_LT-Svyturys Ekstra-2024-03-Campaign-Olympic Games Paris 2024 Sponsorship_Svyturys_Lithuania,Olympic Games Paris 2024 Sponsorship,Tactical,Sports,iProspect Carlsberg Global Team,,,,
LT-Svyturys Ekstra-2024-05-Campaign-EKSTRA DRY,LT-Svyturys Ekstra-2024-05-Campaign-EKSTRA DRY,Lithuania,Svyturys,LT-Svyturys Ekstra-2024-05-Campaign-EKSTRA DRY_LT-Svyturys Ekstra-2024-05-Campaign-EKSTRA DRY_Svyturys_Lithuania,EKSTRA DRY,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
LT-Svyturys Ekstra-2024-05-Campaign-PR Digital,LT-Svyturys Ekstra-2024-05-Campaign-PR Digital,Lithuania,Svyturys,LT-Svyturys Ekstra-2024-05-Campaign-PR Digital_LT-Svyturys Ekstra-2024-05-Campaign-PR Digital_Svyturys_Lithuania,PR Digital,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
LT-Svyturys Ekstra-2024-06-Campaign-Aludariu dienos 2024,LT-Svyturys Ekstra-2024-06-Campaign-Aludariu dienos 2024,Lithuania,Svyturys,LT-Svyturys Ekstra-2024-06-Campaign-Aludariu dienos 2024_LT-Svyturys Ekstra-2024-06-Campaign-Aludariu dienos 2024_Svyturys_Lithuania,Brewer's Day 2024,Tactical,Event,iProspect Carlsberg Global Team,,,,
LT-Svyturys Ekstra-2024-06-Campaign-Gintariniai laikai,LT-Svyturys Ekstra-2024-06-Campaign-Gintariniai laikai,Lithuania,Svyturys,LT-Svyturys Ekstra-2024-06-Campaign-Gintariniai laikai_LT-Svyturys Ekstra-2024-06-Campaign-Gintariniai laikai_Svyturys_Lithuania,Amber times,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
LT-Svyturys Ekstra-2024-06-Campaign-Integracijos TV3 laidose,LT-Svyturys Ekstra-2024-06-Campaign-Integracijos TV3 laidose,Lithuania,Svyturys,LT-Svyturys Ekstra-2024-06-Campaign-Integracijos TV3 laidose_LT-Svyturys Ekstra-2024-06-Campaign-Integracijos TV3 laidose_Svyturys_Lithuania,Integrations in TV3 programs,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
LT-Svyturys Ekstra-2024-06-Campaign-Tautiskos giesmes giedojimo remimas,LT-Svyturys Ekstra-2024-06-Campaign-Tautiskos giesmes giedojimo remimas,Lithuania,Svyturys,LT-Svyturys Ekstra-2024-06-Campaign-Tautiskos giesmes giedojimo remimas_LT-Svyturys Ekstra-2024-06-Campaign-Tautiskos giesmes giedojimo remimas_Svyturys_Lithuania,National anthem singing remimasse,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
LT-Svyturys Ekstra-2024-09-Campaign-Oktoberfest,LT-Svyturys Ekstra-2024-09-Campaign-Oktoberfest,Lithuania,Svyturys,LT-Svyturys Ekstra-2024-09-Campaign-Oktoberfest_LT-Svyturys Ekstra-2024-09-Campaign-Oktoberfest_Svyturys_Lithuania,Oktoberfest,Tactical,Event,iProspect Carlsberg Global Team,,,,
LT-Svyturys Ekstra-2024-Campaign-EKSTRA DRY-SoMe,LT-Svyturys Ekstra-2024-05-Campaign-EKSTRA DRY,Lithuania,Svyturys,LT-Svyturys Ekstra-2024-Campaign-EKSTRA DRY-SoMe_LT-Svyturys Ekstra-2024-05-Campaign-EKSTRA DRY_Svyturys_Lithuania,EKSTRA DRY,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
LT-Svyturys Ekstra-2025-04-Campaign-Image,LT-Svyturys Ekstra-2025-04-Campaign-Image,Lithuania,Svyturys,LT-Svyturys Ekstra-2025-04-Campaign-Image_LT-Svyturys Ekstra-2025-04-Campaign-Image_Svyturys_Lithuania,Equity,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
LT-Tuborg-2024-04-Campaign-Social Promo (SoMe),LT-Tuborg-2024-04-Campaign-Social Promo (SoMe),Lithuania,Tuborg,LT-Tuborg-2024-04-Campaign-Social Promo (SoMe)_LT-Tuborg-2024-04-Campaign-Social Promo (SoMe)_Tuborg_Lithuania,Social Promotion,Continuity,Always On,iProspect Carlsberg Global Team,,,,
LT-Utenos-2024-04-Campaign-DLIGHT,LT-Utenos-2024-04-Campaign-DLIGHT,Lithuania,Utenos,LT-Utenos-2024-04-Campaign-DLIGHT_LT-Utenos-2024-04-Campaign-DLIGHT_Utenos_Lithuania,Lt utenos 2024 04 dlight,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
LT-Utenos-2024-04-Campaign-DLIGHT-SoMe,LT-Utenos-2024-04-Campaign-DLIGHT,Lithuania,Utenos,LT-Utenos-2024-04-Campaign-DLIGHT-SoMe_LT-Utenos-2024-04-Campaign-DLIGHT_Utenos_Lithuania,Lt utenos 2024 04 dlight some,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
LT-Utenos-2024-05-Campaign-RADLER,LT-Utenos-2024-05-Campaign-RADLER,Lithuania,Utenos,LT-Utenos-2024-05-Campaign-RADLER_LT-Utenos-2024-05-Campaign-RADLER_Utenos_Lithuania,Lt utenos 2024 05 radler,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Lübzer Digital Jahreskampagne 2024_Küstenregion 2. Flight,DE-Lübzer-2024-08-Campaign-Lübzer Digital Jahreskampagne 2024_Küstenregion 2. Flight,Germany,Lübzer,Lübzer Digital Jahreskampagne 2024_Küstenregion 2. Flight_DE-Lübzer-2024-08-Campaign-Lübzer Digital Jahreskampagne 2024_Küstenregion 2. Flight_Lübzer_Germany,Annual Campaign - Flight 2 Coastal Region,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
Lunch@office,GR-FixAnef-2024-05-Campaign-Fix Anef Beer Radio Plan,Greece,Fix,Lunch@office_GR-FixAnef-2024-05-Campaign-Fix Anef Beer Radio Plan_Fix_Greece,Lunch@office,Continuity,Always On,iProspect Carlsberg Global Team,,,,
LV_1664_BER_PRB_BLC_Feb_2024_02-03-1664Blanc-2024_NA_AWR_LOC_SOC_MT_reach,LV-1664-2024-02-Campaign-02-03-1664Blanc,Latvia,1664 Blanc,LV_1664_BER_PRB_BLC_Feb_2024_02-03-1664Blanc-2024_NA_AWR_LOC_SOC_MT_reach_LV-1664-2024-02-Campaign-02-03-1664Blanc_1664 Blanc_Latvia,Blanc Awareness,Tactical,Other,iProspect Carlsberg Global Team,,,,
LV_1664_BER_PRB_BLC_Feb_2024_02-03-1664Blanc-2024_NA_AWR_VID_GO_youtube-lat,LV-1664-2024-02-Campaign-02-03-1664Blanc,Latvia,1664 Blanc,LV_1664_BER_PRB_BLC_Feb_2024_02-03-1664Blanc-2024_NA_AWR_VID_GO_youtube-lat_LV-1664-2024-02-Campaign-02-03-1664Blanc_1664 Blanc_Latvia,Blanc Awareness,Tactical,Other,iProspect Carlsberg Global Team,,,,
LV_1664_BER_PRB_BLC_Feb_2024_02-03-1664Blanc-2024_NA_AWR_VID_GO_youtube-rus,LV-1664-2024-02-Campaign-02-03-1664Blanc,Latvia,1664 Blanc,LV_1664_BER_PRB_BLC_Feb_2024_02-03-1664Blanc-2024_NA_AWR_VID_GO_youtube-rus_LV-1664-2024-02-Campaign-02-03-1664Blanc_1664 Blanc_Latvia,Blanc Awareness,Tactical,Other,iProspect Carlsberg Global Team,,,,
LV_1664_BER_PRB_BLC_Feb_2024_02-03-1664Blanc-2024_NA_SV_LOC_SOC_MT_traffic,LV-1664-2024-02-Campaign-02-03-1664Blanc,Latvia,1664 Blanc,LV_1664_BER_PRB_BLC_Feb_2024_02-03-1664Blanc-2024_NA_SV_LOC_SOC_MT_traffic_LV-1664-2024-02-Campaign-02-03-1664Blanc_1664 Blanc_Latvia,Blanc Social,Tactical,Other,iProspect Carlsberg Global Team,,,,
LV-1664 Blanc-2024-08-09-Campaign-1664 Blanc,LV-1664 Blanc-2024-08-09-Campaign-1664 Blanc,Latvia,1664 Blanc,LV-1664 Blanc-2024-08-09-Campaign-1664 Blanc_LV-1664 Blanc-2024-08-09-Campaign-1664 Blanc_1664 Blanc_Latvia,1664 blanc,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
LV-1664 Blanc-2025-03-Campaign-Lottery-2025,LV-1664 Blanc-2025-03-Campaign-Lottery-2025,Latvia,1664 Blanc,LV-1664 Blanc-2025-03-Campaign-Lottery-2025_LV-1664 Blanc-2025-03-Campaign-Lottery-2025_1664 Blanc_Latvia,1664 blanc lottery,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
LV-1664-2024-02-Campaign-02-03-1664Blanc,LV-1664-2024-02-Campaign-02-03-1664Blanc,Latvia,1664 Blanc,LV-1664-2024-02-Campaign-02-03-1664Blanc_LV-1664-2024-02-Campaign-02-03-1664Blanc_1664 Blanc_Latvia,Blanc,Continuity,Creative Message,iProspect Carlsberg Global Team,,,,
LV-Aldaris-2024-04-Campaign-Aldaris radio,LV-Aldaris-2024-04-Campaign-Aldaris radio,Latvia,Aldaris,LV-Aldaris-2024-04-Campaign-Aldaris radio_LV-Aldaris-2024-04-Campaign-Aldaris radio_Aldaris_Latvia,Lv aldaris 2024 04 aldaris radio,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
LV-Battery-2024-07-Campaign-flavours-2024,LV-Battery-2024-07-Campaign-flavours-2024,Latvia,Battery,LV-Battery-2024-07-Campaign-flavours-2024_LV-Battery-2024-07-Campaign-flavours-2024_Battery_Latvia,Lv battery 2024 07 flavours 2024,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
LV-Battery-2024-07-Campaign-flavours-online-2024,LV-Battery-2024-07-Campaign-flavours-2024,Latvia,Battery,LV-Battery-2024-07-Campaign-flavours-online-2024_LV-Battery-2024-07-Campaign-flavours-2024_Battery_Latvia,Lv battery 2024 07 flavours online 2024,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
LV-Battery-2024-07-Campaign-Radio sponsorship-2024,LV-Battery-2024-02-12-Campaign-Radio sponsorship-2024,Latvia,Battery,LV-Battery-2024-07-Campaign-Radio sponsorship-2024_LV-Battery-2024-02-12-Campaign-Radio sponsorship-2024_Battery_Latvia,Lv battery 2024 07 radio sponsorship 2024,Continuity,Always On,iProspect Carlsberg Global Team,,,,
LV-Battery-2024-10-12-Campaign-Lottery-2024,LV-Battery-2024-10-12-Campaign-Lottery-2024,Latvia,Battery,LV-Battery-2024-10-12-Campaign-Lottery-2024_LV-Battery-2024-10-12-Campaign-Lottery-2024_Battery_Latvia,Lv battery 2024 10 12 lottery 2024,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
LV-Blanc1664-2025-07-Campaign-Summer,LV-Blanc1664-2025-07-Campaign-Summer,Latvia,1664 Blanc,LV-Blanc1664-2025-07-Campaign-Summer_LV-Blanc1664-2025-07-Campaign-Summer_1664 Blanc_Latvia,Summer,Big Bet,Seasonal Burst,iProspect Carlsberg Global Team,,,,
LV-Dlight-2024-07-campaign _ Summer hits,LV-Dlight-2024-07-Campaign-Summer hits,Latvia,Dlight,LV-Dlight-2024-07-campaign _ Summer hits_LV-Dlight-2024-07-Campaign-Summer hits_Dlight_Latvia,Lv dlight 2024 07 summer hits,Tactical,Other,iProspect Carlsberg Global Team,,,,
LV-Garage-2024-07-campaign-Garage,LV-Garage-2024-07-campaign-Garage,Latvia,Garage,LV-Garage-2024-07-campaign-Garage_LV-Garage-2024-07-campaign-Garage_Garage_Latvia,Lv garage 2024 07 garage,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
LV-Garage-2025-07-Campaign-Garage,LV-Garage-2025-07-Campaign-Garage,Latvia,Garage,LV-Garage-2025-07-Campaign-Garage_LV-Garage-2025-07-Campaign-Garage_Garage_Latvia,Lv garage 2025 07 garage,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
LV-Mezpils-2024-05-Campaign-ambassadors-novelties-2024,LV-Mezpils-2024-05-Campaign-ambassadors-novelties-2024,Latvia,Mezpils,LV-Mezpils-2024-05-Campaign-ambassadors-novelties-2024_LV-Mezpils-2024-05-Campaign-ambassadors-novelties-2024_Mezpils_Latvia,Lv Mezpils 2024 05 ambassadors novelties 2024,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
LV-Me_pils-2024-05-Campaign-ambassadors-novelties-2024,LV-Me_pils-2024-05-Campaign-ambassadors-novelties-2024,Latvia,Mezpils,LV-Me_pils-2024-05-Campaign-ambassadors-novelties-2024_LV-Me_pils-2024-05-Campaign-ambassadors-novelties-2024_Mezpils_Latvia,Lv Mezpils 2024 05 ambassadors novelties 2024,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
LV-Mezpils-2024-05-Campaign-man-cave-2024,LV-Mezpils-2024-05-Campaign-man-cave-2024,Latvia,Mezpils,LV-Mezpils-2024-05-Campaign-man-cave-2024_LV-Mezpils-2024-05-Campaign-man-cave-2024_Mezpils_Latvia,Lv Mezpils 2024 05 man cave 2024,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
LV-Me_pils-2024-05-Campaign-man-cave-2024,LV-Me_pils-2024-05-Campaign-man-cave-2024,Latvia,Mezpils,LV-Me_pils-2024-05-Campaign-man-cave-2024_LV-Me_pils-2024-05-Campaign-man-cave-2024_Mezpils_Latvia,Lv Mezpils 2024 05 man cave 2024,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
LV-Mezpils-2025-05-Campaign-Mezpils Gai_ais-2025,LV-Mezpils-2025-05-Campaign-Mezpils Gai_ais-2025,Latvia,Mezpils,LV-Mezpils-2025-05-Campaign-Mezpils Gai_ais-2025_LV-Mezpils-2025-05-Campaign-Mezpils Gai_ais-2025_Mezpils_Latvia,Lv Mezpils 2025 05 Mezpils gai_ais 2025,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
LV-Me_pils-2025-05-Campaign-Me_pils Gai_ais-2025,LV-Me_pils-2025-05-Campaign-Me_pils Gai_ais-2025,Latvia,Mezpils,LV-Me_pils-2025-05-Campaign-Me_pils Gai_ais-2025_LV-Me_pils-2025-05-Campaign-Me_pils Gai_ais-2025_Mezpils_Latvia,Lv Mezpils 2025 05 Mezpils gai_ais 2025,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
LV-Mezpils-2025-07-Campaign-Agenskalnietis,LV-Mezpils-2025-07-Campaign-Agenskalnietis,Latvia,Mezpils,LV-Mezpils-2025-07-Campaign-Agenskalnietis_LV-Mezpils-2025-07-Campaign-Agenskalnietis_Mezpils_Latvia,Agenskalnietis,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
LV-Me_pils-2025-07-Campaign-Agenskalnietis,LV-Me_pils-2025-07-Campaign-Agenskalnietis,Latvia,Mezpils,LV-Me_pils-2025-07-Campaign-Agenskalnietis_LV-Me_pils-2025-07-Campaign-Agenskalnietis_Mezpils_Latvia,Agenskalnietis,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
LV-Somersby-2025-06-07-Campaign-Somersby,LV-Garage-2025-06-07-Campaign-Somersby,Latvia,Somersby,LV-Somersby-2025-06-07-Campaign-Somersby_LV-Garage-2025-06-07-Campaign-Somersby_Somersby_Latvia,Equity,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
LV-Somersby-2025-06-07-Campaign-Somersby,LV-Somersby-2025-06-Campaign-Somersby,Latvia,Somersby,LV-Somersby-2025-06-07-Campaign-Somersby_LV-Somersby-2025-06-Campaign-Somersby_Somersby_Latvia,Equity,Big Bet,Equity,iProspect Carlsberg Global Team,,,,
LV-Tuborg-2024-07-Campaign-Collect&Get-2024,LV-Tuborg-2024-07-Campaign-Collect&Get-2024,Latvia,Tuborg,LV-Tuborg-2024-07-Campaign-Collect&Get-2024_LV-Tuborg-2024-07-Campaign-Collect&Get-2024_Tuborg_Latvia,Collect and Get Campaign,Tactical,Creative Message,iProspect Carlsberg Global Team,,,,
Lviv Marathon,UA-Carlsberg-2024-04-Campaign-Lviv Marathon,Ukraine,Carlsberg,Lviv Marathon_UA-Carlsberg-2024-04-Campaign-Lviv Marathon_Carlsberg_Ukraine,Lviv marathon,Tactical,Sports,iProspect Carlsberg Global Team,,,,
Lvivarnya,UA-Lvivske-2024-04-Campaign-Lvivarnya,Ukraine,Lvivske,Lvivarnya_UA-Lvivske-2024-04-Campaign-Lvivarnya_Lvivske_Ukraine,Lvivarnya,Tactical,Event,iProspect Carlsberg Global Team,,,,
Lvivarnya,UA-Lvivske-2025-05-Campaign-Lvivarnya,Ukraine,Lvivarnya,Lvivarnya_UA-Lvivske-2025-05-Campaign-Lvivarnya_Lvivarnya_Ukraine,Lvivarnya,Tactical,Event,iProspect Carlsberg Global Team,,,,
Lvivarnya,UA-Lvivske-2025-05-Campaign-Lvivarnya,Ukraine,Lvivske,Lvivarnya_UA-Lvivske-2025-05-Campaign-Lvivarnya_Lvivske_Ukraine,Lvivarnya,Tactical,Event,iProspect Carlsberg Global Team,,,,
Lvivarnya (Production),UA-Lvivske-2025-05-Campaign-Lvivarnya,Ukraine,Lvivarnya,Lvivarnya (Production)_UA-Lvivske-2025-05-Campaign-Lvivarnya_Lvivarnya_Ukraine,Lvivarnya,Tactical,Event,iProspect Carlsberg Global Team,,,,
Lvivarnya (Production),UA-Lvivske-2025-05-Campaign-Lvivarnya,Ukraine,Lvivske,Lvivarnya (Production)_UA-Lvivske-2025-05-Campaign-Lvivarnya_Lvivske_Ukraine,Lvivarnya,Tactical,Event,iProspect Carlsberg Global Team,,,,
Lvivarnya (Somplo Production),UA-Lvivske-2025-05-Campaign-Lvivarnya,Ukraine,Lvivarnya,Lvivarnya (Somplo Production)_UA-Lvivske-2025-05-Campaign-Lvivarnya_Lvivarnya_Ukraine,Lvivarnya,Tactical,Event,iProspect Carlsberg Global Team,,,,
Lvivarnya (Somplo Production),UA-Lvivske-2025-05-Campaign-Lvivarnya,Ukraine,Lvivske,Lvivarnya (Somplo Production)_UA-Lvivske-2025-05-Campaign-Lvivarnya_Lvivske_Ukraine,Lvivarnya,Tactical,Event,iProspect Carlsberg Global Team,,,,
Lvivarnya (Somplo),UA-Lvivske-2025-05-Campaign-Lvivarnya,Ukraine,Lvivarnya,Lvivarnya (Somplo)_UA-Lvivske-2025-05-Campaign-Lvivarnya_Lvivarnya_Ukraine,Lvivarnya,Tactical,Event,iProspect Carlsberg Global Team,,,,
Lvivarnya (Somplo),UA-Lvivske-2025-05-Campaign-Lvivarnya,Ukraine,Lvivske,Lvivarnya (Somplo)_UA-Lvivske-2025-05-Campaign-Lvivarnya_Lvivske_Ukraine,Lvivarnya,Tactical,Event,iProspect Carlsberg Global Team,,,,
Lvivarnya SMM,UA-Lvivske-2025-05-Campaign-Lvivarnya,Ukraine,Lvivarnya,Lvivarnya SMM_UA-Lvivske-2025-05-Campaign-Lvivarnya_Lvivarnya_Ukraine,Lvivarnya,Tactical,Event,iProspect Carlsberg Global Team,,,,
Lvivarnya SMM,UA-Lvivske-2025-05-Campaign-Lvivarnya,Ukraine,Lvivske,Lvivarnya SMM_UA-Lvivske-2025-05-Campaign-Lvivarnya_Lvivske_Ukraine,Lvivarnya,Tactical,Event,iProspect Carlsberg Global Team,,,,
Lvivarnya TG Channels,UA-Lvivske-2024-04-Campaign-Lvivarnya,Ukraine,Lvivske,Lvivarnya TG Channels_UA-Lvivske-2024-04-Campaign-Lvivarnya_Lvivske_Ukraine,Lvivarnya,Tactical,Event,iProspect Carlsberg Global Team,,,,
Lviviske EURO,UA-Lvivske-2024-06-Campaign-Lvivske EURO,Ukraine,Lvivske,Lviviske EURO_UA-Lvivske-2024-06-Campaign-Lvivske EURO_Lvivske_Ukraine,Lviviske euro,Tactical,Sports (EURO),iProspect Carlsberg Global Team,,,,
Lvivske,UA-Lvivske-2025-03-Campaign-Lvivske Lev Matchu,Ukraine,Lvivske,Lvivske_UA-Lvivske-2025-03-Campaign-Lvivske Lev Matchu_Lvivske_Ukraine,Lvivske,Tactical,Sports (Football),iProspect Carlsberg Global Team,,,,
Lvivske,UA-Lvivske-2025-03-Campaign-SMM,Ukraine,Lvivske,Lvivske_UA-Lvivske-2025-03-Campaign-SMM_Lvivske_Ukraine,Lvivske,Continuity,Always On,iProspect Carlsberg Global Team,,,,
Lvivske,UA-Lvivske-2025-04-Campaign-Lvivske SMM,Ukraine,Lvivske,Lvivske_UA-Lvivske-2025-04-Campaign-Lvivske SMM_Lvivske_Ukraine,Lvivske,Continuity,Always On,iProspect Carlsberg Global Team,,,,
Lvivske,UA-Lvivske-2025-05-Campaign-SMM,Ukraine,Lvivske,Lvivske_UA-Lvivske-2025-05-Campaign-SMM_Lvivske_Ukraine,Lvivske,Continuity,Always On,iProspect Carlsberg Global Team,,,,
Lvivske,UA-Lvivske-2025-06-Campaign-SMM,Ukraine,Lvivske,Lvivske_UA-Lvivske-2025-06-Campaign-SMM_Lvivske_Ukraine,Lvivske,Continuity,Always On,iProspect Carlsberg Global Team,,,,
Lvivske,UA-Lvivske-2025-07-Campaign-SMM,Ukraine,Lvivske,Lvivske_UA-Lvivske-2025-07-Campaign-SMM_Lvivske_Ukraine,Lvivske,Continuity,Always On,iProspect Carlsberg Global Team,,,,
Lvivske,UA-Lvivske-2025-08-Campaign-SMM,Ukraine,Lvivske,Lvivske_UA-Lvivske-2025-08-Campaign-SMM_Lvivske_Ukraine,Lvivske,Continuity,Always On,iProspect Carlsberg Global Team,,,,
Lvivske 310,UA-Lvivske-2025-06-Campaign-Lvivske 310,Ukraine,Lvivske,Lvivske 310_UA-Lvivske-2025-06-Campaign-Lvivske 310_Lvivske_Ukraine,Lvivske 310,Tactical,NPD or Product Launch,iProspect Carlsberg Global Team,,,,
Lvivske 310 (OTT),UA-Lvivske-2025-06-Campaign-Lvivske 310,Ukraine,Lvivske,Lvivske 310 (OTT)_UA-Lvivske-2025-06-Campaign-Lvivske 310_Lvivske_Ukraine,Lvivske 310,Tactical,NPD or Product Launch,iProspect Carlsberg Global Team,,,,
Lvivske 310 (Packshout),UA-Lvivske-2025-06-Campaign-Lvivske 310,Ukraine,Lvivske,Lvivske 310 (Packshout)_UA-Lvivske-2025-06-Campaign-Lvivske 310_Lvivske_Ukraine,Lvivske 310,Tactical,NPD or Product Launch,iProspect Carlsberg Global Team,,,,
Lvivske 310 (Registration TV),UA-Lvivske-2025-06-Campaign-Lvivske 310,Ukraine,Lvivske,Lvivske 310 (Registration TV)_UA-Lvivske-2025-06-Campaign-Lvivske 310_Lvivske_Ukraine,Lvivske 310,Tactical,NPD or Product Launch,iProspect Carlsberg Global Team,,,,
Lvivske 310 Somplo,UA-Lvivske-2025-06-Campaign-Lvivske 310,Ukraine,Lvivske,Lvivske 310 Somplo_UA-Lvivske-2025-06-Campaign-Lvivske 310_Lvivske_Ukraine,Lvivske 310,Tactical,NPD or Product Launch,iProspect Carlsberg Global Team,,,,
Lvivske Charity,UA-Lvivske-2024-06-Campaign-Lvivske EURO,Ukraine,Lvivske,Lvivske Charity_UA-Lvivske-2024-06-Campaign-Lvivske EURO_Lvivske_Ukraine,Lvivske charity,Tactical,Sports (EURO),iProspect Carlsberg Global Team,,,,
Lvivske DCM,UA-Lvivske-2024-06-Campaign-Lvivske EURO,Ukraine,Lvivske,Lvivske DCM_UA-Lvivske-2024-06-Campaign-Lvivske EURO_Lvivske_Ukraine,Lvivske dcm,Tactical,Sports (EURO),iProspect Carlsberg Global Team,,,,
Lvivske EURO,UA-Lvivske-2024-06-Campaign-Lvivske EURO,Ukraine,Lvivske,Lvivske EURO_UA-Lvivske-2024-06-Campaign-Lvivske EURO_Lvivske_Ukraine,Lvivske euro,Tactical,Sports (EURO),iProspect Carlsberg Global Team,,,,
Lvivske EURO Football.ua,UA-Lvivske-2024-06-Campaign-Lvivske EURO,Ukraine,Lvivske,Lvivske EURO Football.ua_UA-Lvivske-2024-06-Campaign-Lvivske EURO_Lvivske_Ukraine,Lvivske euro football.ua,Tactical,Sports (EURO),iProspect Carlsberg Global Team,,,,
Lvivske EURO Lev Match,UA-Lvivske-2024-06-Campaign-Lvivske EURO,Ukraine,Lvivske,Lvivske EURO Lev Match_UA-Lvivske-2024-06-Campaign-Lvivske EURO_Lvivske_Ukraine,Lvivske euro lev match,Tactical,Sports (EURO),iProspect Carlsberg Global Team,,,,
Lvivske EURO MEGOGO,UA-Lvivske-2024-06-Campaign-Lvivske EURO,Ukraine,Lvivske,Lvivske EURO MEGOGO_UA-Lvivske-2024-06-Campaign-Lvivske EURO_Lvivske_Ukraine,Lvivske euro megogo,Tactical,Sports (EURO),iProspect Carlsberg Global Team,,,,
Lvivske EURO SMM,UA-Lvivske-2024-06-Campaign-Lvivske EURO,Ukraine,Lvivske,Lvivske EURO SMM_UA-Lvivske-2024-06-Campaign-Lvivske EURO_Lvivske_Ukraine,Lvivske euro smm,Tactical,Sports (EURO),iProspect Carlsberg Global Team,,,,
Lvivske EURO TG,UA-Lvivske-2024-06-Campaign-Lvivske EURO,Ukraine,Lvivske,Lvivske EURO TG_UA-Lvivske-2024-06-Campaign-Lvivske EURO_Lvivske_Ukraine,Lvivske euro tg,Tactical,Sports (EURO),iProspect Carlsberg Global Team,,,,
Lvivske EURO Trendets,UA-Lvivske-2024-06-Campaign-Lvivske EURO,Ukraine,Lvivske,Lvivske EURO Trendets_UA-Lvivske-2024-06-Campaign-Lvivske EURO_Lvivske_Ukraine,Lvivske euro trendets,Tactical,Sports (EURO),iProspect Carlsberg Global Team,,,,
Lvivske EURO Trubyna,UA-Lvivske-2024-06-Campaign-Lvivske EURO,Ukraine,Lvivske,Lvivske EURO Trubyna_UA-Lvivske-2024-06-Campaign-Lvivske EURO_Lvivske_Ukraine,Lvivske euro trubyna,Tactical,Sports (EURO),iProspect Carlsberg Global Team,,,,
